published_papers
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),著者(日本語),著者(英語),担当区分,概要(日本語),概要(英語),出版者・発行元(日本語),出版者・発行元(英語),出版年月,誌名(日本語),誌名(英語),巻,号,開始ページ,終了ページ,記述言語,査読の有無,招待の有無,掲載種別,国際・国内誌,国際共著,DOI,ISSN,eISSN,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,35145490,null,"Flexoelectric nanodomains in rare-earth iron garnet thin films under strain gradient",null,"[Hiroyasu Yamahara,Bin Feng,Munetoshi Seki,Masaki Adachi,Md Shamim Sarker,Takahito Takeda,Masaki Kobayashi,Ryo Ishikawa,Yuichi Ikuhara,Yasuo Cho,Hitoshi Tabata]",null,null,"<title>Abstract</title>Flexoelectricity is a universal property associated with dielectric materials, wherein they exhibit remanent polarization induced by strain gradient. Rare-earth iron garnets, <italic>R</italic><sub>3</sub>Fe<sub>5</sub>O<sub>12</sub>, are ferrimagnetic insulators with useful magnetic properties. However, they are unlikely to show remanent dielectric polarization because of their centrosymmetric structure. Here, to induce flexoelectricity, we investigate various rare-earth iron-garnet thin films deposited on lattice-mismatched substrates. Atomic-resolution scanning transmission electron microscopy demonstrates the presence of 15 nm-thick strain gradients in Sm<sub>3</sub>Fe<sub>5</sub>O<sub>12</sub> films between epitaxially strained tetragonal and relaxed cubic structures. Furthermore, negatively polarized nanodomains are imaged by scanning nonlinear dielectric microscopy. It suggests a generation of flexoelectricity, where the polarization points down toward the substrate in the out-of-plane direction. X-ray magnetic circular dichroism demonstrates hysteresis with a large coercive field originating from the strain-gradient layer. We believe that our study will pave the way for achieving dielectric polarization even in nonpolar centrosymmetric materials by strain-gradient engineering.",null,"Springer Science and Business Media LLC",2021-12,null,"Communications Materials",2,1,null,null,null,null,null,scientific_journal,null,null,10.1038/s43246-021-00199-y,null,2662-4443,https://www.nature.com/articles/s43246-021-00199-y.pdf,https://www.nature.com/articles/s43246-021-00199-y,false,disclosed
insert,merge,null,47133908,null,"Solid-State Electrochemical Switch of Superconductor-Metal-Insulators",null,"[Xi Zhang,Gowoon Kim,Qian Yang,Jiake Wei,Bin Feng,Yuichi Ikuhara,Hiromichi Ohta]",null,null,"Controlling the oxygen content can manipulate the electrical conductivity of transition metal oxides (TMOs). Although the superconductor-metal-insulator transition is useful for functional devices, an electrical path must be developed to manipulate the oxygen deficiency (δ) while maintaining the solid state. YBa2Cu3O7-δ (YBCO, 0 ≤ δ≤ 1) is a high transition temperature (Tc) TMO that can be modulated from a superconductor (Tc ≈ 92 K when δ= 0) to an insulator (δ≈ 1). Here, we show a simple and efficient way to manipulate δin YBCO films using a solid-state electrochemical redox treatment. Applying a negative voltage injects oxide ions to the YBCO films, increasing Tc. Employing a positive voltage suppresses the superconducting transition and modulates the electrical conductivity. The present results demonstrate that the superconductor-metal-insulator transition of YBCO is modulated electrochemically in the solid state, opening possibilities of superconducting oxide-based device applications.",null,"American Chemical Society",2021-11-17,null,"ACS Applied Materials and Interfaces",13,45,54204,54209,eng,null,null,scientific_journal,null,null,10.1021/acsami.1c17014,"[1944-8252,1944-8244]",null,null,null,false,disclosed
insert,merge,null,47134354,null,"Unveiling the electronic structure of grain boundaries in anatase with electron microscopy and first-principles modeling",null,"[James A. Quirk,Bin Miao,Bin Feng,Gowoon Kim,Hiromichi Ohta,Yuichi Ikuhara,Keith P. McKenna]",null,null,"Polycrystalline anatase titanium dioxide has drawn great interest, because of its potential applications in highefficiency photovoltaics and photocatalysts. There has been speculation on the electronic properties of grain boundaries but little direct evidence, because grain boundaries in anatase are challenging to probe experimentally and to model. We present a combined experimental and theoretical study of anatase grain boundaries that have been fabricated by epitaxial growth on a bicrystalline substrate, allowing accurate atomic-scale models to be determined. The electronic structure in the vicinity of stoichiometric grain boundaries is relatively benign to device performance but segregation of oxygen vacancies introduces barriers to electron transport, because of the development of a space charge region. An intrinsically oxygen-deficient boundary exhibits charge trapping consistent with electron energy loss spectroscopy measurements. We discuss strategies for the synthesis of polycrystalline anatase in order to minimize the formation of such deleterious grain boundaries.",null,"American Chemical Society",2021-11-10,null,"Nano Letters",21,21,9217,9223,eng,null,null,scientific_journal,null,null,10.1021/acs.nanolett.1c03099,"[1530-6992,1530-6984]",null,null,null,false,disclosed
insert,merge,null,37552251,null,"Surface segregation of 3mol% yttria-doped tetragonal zirconia particle studied by atomic-resolution scanning transmission electron microscopy-energy-dispersive X-ray spectroscopy",null,"[Bin Feng,Akihito Kumamoto,Koji Matsui,Masatoshi Tanemura,Masato Yoshiya,Hidehiro Yoshida,Yuichi Ikuhara]",null,null,"Atomic structure of the surfaces in commercial 3 mol % yttria-doped tetragonal zirconia (TZP) nano-particulate powders were studied by atomic resolution scanning transmission electron microscopy (STEM), and the surface segregation of Y were investigated by STEM energy-dispersive X-ray spectroscopy (EDS) at atomic scale. STEM-EDS observations revealed that the Y cations tend to segregate on the top surface layer, forming a monolayer segregation structure. Static lattice calculations revealed that the surface segregation of Y is energetically favorable. These results indicate that Y surface segregation occurs in the TZP powders, which might partially account for the grain boundary segregation in the sintered body of TZP ceramics.",null,null,2021-09-01,null,"Journal of the Ceramic Society of Japan",129,9,561,565,null,null,null,scientific_journal,null,null,10.2109/jcersj2.21032,1882-0743,1348-6535,null,null,false,disclosed
insert,merge,null,34959936,null,"Low thermal conductivity of SrTiO 3 −LaTiO 3 and SrTiO 3 −SrNbO 3 thermoelectric oxide solid solutions",null,"[Yuqiao Zhang,Hai Jun Cho,Kenyu Sugo,Masashi Mikami,Sungmin Woo,Myung‐Chul Jung,Yao‐Hua Zhuang,Bin Feng,Yu‐Miin Sheu,Woosuck Shin,Woo Seok Choi,Myung Joon Han,Yuichi Ikuhara,Hiromichi Ohta]",null,null,null,null,Wiley,2021-08,null,"Journal of the American Ceramic Society",104,8,4075,4085,null,null,null,scientific_journal,null,null,10.1111/jace.17797,0002-7820,1551-2916,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jace.17797,https://onlinelibrary.wiley.com/doi/full-xml/10.1111/jace.17797,false,disclosed
insert,merge,null,35168178,null,"Direct imaging of atomistic grain boundary migration",null,"[Jiake Wei,Bin Feng,Ryo Ishikawa,Tatsuya Yokoi,Katsuyuki Matsunaga,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Springer Science and Business Media LLC",2021-07,null,"Nature Materials",20,7,951,955,null,null,null,scientific_journal,null,null,10.1038/s41563-020-00879-z,1476-1122,1476-4660,http://www.nature.com/articles/s41563-020-00879-z.pdf,http://www.nature.com/articles/s41563-020-00879-z,false,disclosed
insert,merge,null,35168185,null,"Two-Dimensional Room-Temperature Giant Antiferrodistortive SrTiO3 at a Grain Boundary",null,"[Bo Han,Ruixue Zhu,Xiaomei Li,Mei Wu,Ryo Ishikawa,Bin Feng,Xuedong Bai,Yuichi Ikuhara,Peng Gao]",null,null,null,null,"American Physical Society (APS)",2021-06-04,null,"Physical Review Letters",126,22,null,null,null,null,null,scientific_journal,null,null,10.1103/physrevlett.126.225702,0031-9007,1079-7114,https://link.aps.org/article/10.1103/PhysRevLett.126.225702,http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.126.225702/fulltext,false,disclosed
insert,merge,null,34642598,null,"Anomalously Low Heat Conduction in Single‐Crystal Superlattice Ceramics Lower Than Randomly Oriented Polycrystals",null,"[Hai Jun Cho,Yuzhang Wu,Yu‐Qiao Zhang,Bin Feng,Masashi Mikami,Woosuck Shin,Yuichi Ikuhara,Yu‐Miin Sheu,Keiji Saito,Hiromichi Ohta]",null,null,null,null,Wiley,2021-02-15,null,"Advanced Materials Interfaces",null,null,2001932,2001932,null,null,null,scientific_journal,null,null,10.1002/admi.202001932,2196-7350,2196-7350,https://onlinelibrary.wiley.com/doi/pdf/10.1002/admi.202001932,https://onlinelibrary.wiley.com/doi/full-xml/10.1002/admi.202001932,false,disclosed
insert,merge,null,34642595,null,"Anisotropic Electrical Conductivity of Oxygen-Deficient Tungsten Oxide Films with Epitaxially Stabilized 1D Atomic Defect Tunnels",null,"[Gowoon Kim,Bin Feng,Sangkyun Ryu,Hai Jun Cho,Hyoungjeen Jeen,Yuichi Ikuhara,Hiromichi Ohta]",null,null,null,null,"American Chemical Society (ACS)",2021-02-10,null,"ACS Applied Materials & Interfaces",13,5,6864,6869,null,null,null,scientific_journal,null,null,10.1021/acsami.0c21240,1944-8244,1944-8252,https://pubs.acs.org/doi/pdf/10.1021/acsami.0c21240,null,false,disclosed
insert,merge,null,34642535,null,"Layered cobalt oxide epitaxial films exhibiting thermoelectric ZT = 0.11 at room temperature",null,"[Yugo Takashima,Yu-qiao Zhang,Jiake Wei,Bin Feng,Yuichi Ikuhara,Hai Jun Cho,Hiromichi Ohta]",null,null,"<p>A high <italic>ZT</italic> of 0.11 at room temperature was realized in layered cobalt oxide by substitution of heavy atomic mass Ba.</p>",null,"Royal Society of Chemistry (RSC)",2021,null,"Journal of Materials Chemistry A",9,1,274,280,null,null,null,scientific_journal,null,null,10.1039/d0ta07565e,2050-7488,2050-7496,http://pubs.rsc.org/en/content/articlepdf/2021/TA/D0TA07565E,null,false,disclosed
insert,merge,null,34642587,null,"Optimization of Two-Dimensional Channel Thickness in Nanometer-Thick SnO2-Based Top-Gated Thin-Film Transistors Using Electric Field Thermopower Modulation: Implications for Flat-Panel Displays",null,"[Doudou Liang,Bin-jie Chen,Bin Feng,Yuichi Ikuhara,Hai Jun Cho,Hiromichi Ohta]",null,null,null,null,"American Chemical Society (ACS)",2020-12-24,null,"ACS Applied Nano Materials",3,12,12427,12432,null,null,null,scientific_journal,null,null,10.1021/acsanm.0c03069,2574-0970,2574-0970,https://pubs.acs.org/doi/pdf/10.1021/acsanm.0c03069,null,false,disclosed
insert,merge,null,31114725,null,"Atomic and electronic band structures of Ti-doped Al<inf>2</inf>O<inf>3</inf> grain boundaries",null,"[Chuchu Yang,Bin Feng,Jiake Wei,Eita Tochigi,Saki Ishihara,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2020 Acta Materialia Inc. Doping is one of the most popular strategies to modify the properties of polycrystalline materials, because the dopants prefer to segregate at the grain boundaries (GBs) and influence the structural and electronic properties of the materials. Understanding how dopants segregate at GBs and how they affect the resultant GB properties are essential. Here, we experimentally characterized the atomic structures and the electronic band structures of Ti-doped Σ7{45¯10}and Σ7{23¯10}GBs in α-Al2O3 by atomic resolution scanning transmission electron microscopy (STEM), energy-dispersive X-ray spectroscopy (EDXS) and valence electron energy-loss spectroscopy (EELS). It was found that Ti preferentially segregated at specific atom sites driven by ionic size mismatch between Ti3+ and Al3+, which leads to structural transformations in both GBs. Direct valence EELS measurement revealed the segregation of Ti3+ ions introduces impurity band within the bandgap in Al2O3 GBs. These results provide an in-depth understanding of the local atomic and electronic band structures for Ti-doped GBs.",null,null,2020-12,null,"Acta Materialia",201,null,488,493,null,null,null,scientific_journal,null,null,10.1016/j.actamat.2020.10.018,1359-6454,null,null,null,false,disclosed
insert,merge,null,42554049,null,"High Electron and Low Heat Transports of 1D Atomic Defect Tunnels Stabilized in Tungsten Oxide Epitaxial Films",null,"[Gowoon Kim,Bin Feng,Yu-Miin Sheu,Hai Jun Cho,Yuichi Ikuhara,Hiromichi Ohta]",null,null,null,null,null,2020-11-23,null,"ECS Meeting Abstracts",null,null,null,null,null,null,null,scientific_journal,null,null,10.1149/MA2020-02291970mtgabs,null,null,null,null,false,disclosed
insert,merge,null,47108839,null,"Fabrication and Characterization of Ba1/3CoO2Epitaxial Films Exhibiting Thermoelectric ZT = 0.12 at Room Temperature",null,"[Yugo Takashima,Yu-Qiao Zhang,Jiake Wei,Bin Feng,Yuichi Ikuhara,Hai Jun Cho,Hiromichi Ohta]",null,null,"Among many thermoelectric materials, oxide-based materials are attractive in terms of environmental compatibility. Layered cobaltite represented Na0.75CoO2 shows a rather large thermoelectric power factor along to the layers. However, the thermal conductivity (K) is rather high (7 W m-1 K-1), and therefore, the thermoelectric figure of merit ZT is small (0.03) at room temperature. Here we show that Ba2+ ion substitution with Na+ ion in Na0.75CoO2 significantly reduces the K while keeping the large power factor, resulting in the large enhancement of ZT. We fabricated the epitaxial films of Na0.75CoO2 by the reactive solid-phase epitaxy method and performed the ion-exchange treatment from Na+ to Ba2+. The room temperature electrical conductivity (σ), thermopower (S), and power factor of the c-axis oriented Ba1/3CoO2 films along the in-plane were 2500 S cm-1, +72 μV K-1, and 1.3 mW m-1 K-2, respectively. The K along the in-plane, which was clarified by measuring the K of the c-axis inclined (55°) film, was 3.3 W m-1 K-1. The ZT (= S2·σ· T·K-1) along the in-plane was 0.12 at room temperature, which is highest among the oxide thermoelectric materials ever reported.",null,"Institute of Electrical and Electronics Engineers Inc.",2020-09-01,null,"Proceedings of AM-FPD 2020 - 27th International Workshop on Active-Matrix Flatpanel Displays and Devices: TFT Technologies and FPD Materials",null,null,123,126,eng,null,null,international_conference_proceedings,null,null,10.23919/AM-FPD49417.2020.9224485,null,null,null,null,false,disclosed
insert,merge,null,31114726,null,"Coexistence of High Electron Conduction and Low Heat Conduction in Tungsten Oxide Epitaxial Films with 1D Atomic Defect Tunnels",null,"[Gowoon Kim,Bin Feng,Yu Miin Sheu,Hai Jun Cho,Yuichi Ikuhara,Hiromichi Ohta]",null,null,"Copyright © 2020 American Chemical Society. Materials showing unusual electron and heat conduction such as the coexistence of high electron conduction and low heat conduction are essentially important to realize efficient thermal management systems. Although introducing point defects or layers is known as an effective way to reduce the thermal conductivity, the coexistence of high electron conduction and low heat conduction is still challenging because of the fact that electrons and phonons are scattered simultaneously by impurities, defects, and boundaries. Although oxygen-deficient tungsten oxide (WOx) films (2.7 < x < 3.0) show the desired properties, the origin is still unclear. Here, we report that one-dimensional (1D) atomic defect tunnels give rise to the coexistence of low thermal conductivity and high electrical conductivity of WOx films. We fabricated WOx epitaxial films on LaAlO3 substrates under a precisely controlled oxygen atmosphere. Crystallographic analyses revealed that 1D atomic defect tunnels are formed randomly along the rectangular-shaped grains in the in-plane direction. The cross-plane thermal conductivity of the WOx films dramatically decreased with decreasing x, while the electrical conductivity drastically increased because of an increase of carrier electrons, and high electron conduction and low heat conduction coexist when x < 2.9. The present finding would be useful to design efficient thermal management materials.",null,null,2020-08-25,null,"ACS Applied Electronic Materials",2,8,2507,2513,null,null,null,scientific_journal,null,null,10.1021/acsaelm.0c00428,null,2637-6113,null,null,false,disclosed
insert,merge,null,31114727,null,"Unusually Large Thermopower Change from +330 to â'185 μv Kâ'1 of Brownmillerite SrCoO2.5",null,"[Qian Yang,Joonhyuk Lee,Bin Feng,Yuichi Ikuhara,Gowoon Kim,Hai Jun Cho,Hyoungjeen Jeen,Hiromichi Ohta]",null,null,"© 2020 American Chemical Society. Strontium cobalt oxide (SrCoO2.5) has recently attracted increasing attention as its optoelectronic and magnetic properties can be widely controlled using electrochemical oxidation/protonation at room temperature in air. To utilize the versatile properties of SrCoO2.5, it is essential to evaluate the location of the Fermi energy (EF) in the electronic structure, which is sensitive to the oxidation state of the Co ions. Here, we show that thermopower is an excellent measure for analyzing the EF in SrCoO2.5 epitaxial films. The lattice mismatch causes grain size reduction, which induces a slight increase in the oxidation state of the Co ions due to additional adsorbed oxygen. Although X-ray spectroscopy analyses reveal that the difference of the oxidation state of the Co ions among the samples is small, an unusually large change in thermopower from +330 μV Kâ'1 (lattice-matched) to â'185 μV Kâ'1 (lattice-mismatched) is observed in the samples due to shifts in the EF to the lower energy side. The present results demonstrate the excellent sensitivity of thermopower measurements for analyzing the location of EF in the electronic structure of SrCoO2.5 in a practically usable environment.",null,null,2020-07-28,null,"ACS Applied Electronic Materials",2,7,2250,2256,null,null,null,scientific_journal,null,null,10.1021/acsaelm.0c00427,null,2637-6113,null,null,false,disclosed
insert,merge,null,31114728,null,"High electrical conducting deep-ultraviolet-transparent oxide semiconductor La-doped SrSnO<inf>3</inf> exceeding ∼3000 S cm<sup>-1</sup>",null,"[Mian Wei,Anup V. Sanchela,Bin Feng,Yuichi Ikuhara,Hai Jun Cho,Hiromichi Ohta]",null,null,"© 2020 Author(s). La-doped SrSnO3 (LSSO) is known as one of the deep-ultraviolet (DUV)-transparent conducting oxides with an energy bandgap of ∼4.6 eV. Since LSSO can be grown heteroepitaxially on more wide bandgap substrates such as MgO (Eg ∼7.8 eV), LSSO is considered to be a good candidate for a DUV-transparent electrode. However, the electrical conductivity of LSSO films is below 1000 S cm-1, most likely due to the low solubility of the La ion in the LSSO lattice. Here, we report that high electrically conducting (>3000 S cm-1) LSSO thin films with an energy bandgap of ∼4.6 eV can be fabricated by pulsed laser deposition on a MgO substrate followed by a simple annealing in vacuum. From the X-ray diffraction and the scanning transmission electron microscopy analyses, we found that lateral grain growth occurred during the annealing, which improved the activation rate of the La ion, leading to a significant improvement of the carrier concentration (3.26 × 1020 cm-3) and Hall mobility (55.8 cm2 V-1 s-1). The present DUV-transparent oxide semiconductor would be useful as a transparent electrode for developing optoelectronic devices, which transmit and/or emit DUV-light.",null,null,2020-01-13,null,"Applied Physics Letters",116,2,null,null,null,null,null,scientific_journal,null,null,10.1063/1.5128410,0003-6951,null,null,null,false,disclosed
insert,merge,null,31114729,null,"Thickness dependence of transport behaviors in SrRu O3/SrTi O3 superlattices",null,"[Ping Chun Wu,Haili Song,Ye Yuan,Bin Feng,Yuichi Ikuhara,Rong Huang,Pu Yu,Chun Gang Duan,Ying Hao Chu]",null,null,"© 2020 American Physical Society. Ultrathin oxide films have attracted considerable attention due to the potential for the integration of next-generation devices. However, the transport behaviors of the ultrathin oxide films are yet to be explored due to the high resistance caused by the strong influence of the interface and substrates. In this paper, an attempt is made to engineer the transport behaviors in ultrathin oxides. To exclude the high-resistance issue, conductive SrRuO3 with thickness down to two unit cells is embedded in insulating SrTiO3 in the form of superlattices. With precise control of the thickness in each layer, the transport behaviors, as well as the anomalous Hall effects, in SrRuO3 can be systematically manipulated. The analysis indicates that the diversity of the anomalous Hall effects is attributed to the change of Berry curvatures. The results give a pathway to the control of physical properties in ultrathin oxide systems by thickness engineering.",null,null,2020-01-03,null,"Physical Review Materials",4,1,null,null,null,null,null,scientific_journal,null,null,10.1103/PhysRevMaterials.4.014401,null,2475-9953,null,null,false,disclosed
insert,merge,null,31114731,null,"Direct Measurement of Electronic Band Structures at Oxide Grain Boundaries",null,"[Jiake Wei,Takafumi Ogawa,Bin Feng,Tatsuya Yokoi,Ryo Ishikawa,Akihide Kuwabara,Katsuyuki Matsunaga,Naoya Shibata,Yuichi Ikuhara]",null,null,"Copyright © 2020 American Chemical Society. Grain boundaries (GBs) modulate the macroscopic properties in polycrystalline materials because they have different atomic and electronic structures from the bulk. Despite the progress on the understanding of GB atomic structures, knowledge of the localized electronic band structures is still lacking. Here, we experimentally characterized the atomic structures and the band gaps of four typical GBs in α-Al2O3 by scanning transmission electron microscopy and valence electron energy-loss spectroscopy (EELS). It was found that the band gaps of the GBs are narrowed by 0.5-2.1 eV compared with that of 8.8 eV in the bulk. By combing core-loss EELS with first-principles calculations, we elucidated that the band gap reductions directly correlate with the decrease of the coordination numbers of Al and O ions at the GBs. These results provide in-depth understanding between the local atomic and electronic band structures for GBs and demonstrate a novel electronic-structure analysis for crystalline defects. ©",null,null,2020,null,"ACS Applied Materials and Interfaces",null,null,null,null,null,null,null,scientific_journal,null,null,10.1021/acs.nanolett.9b05298,1944-8244,1944-8252,null,null,false,disclosed
insert,merge,null,31114730,null,"Fabrication and characterization of tetragonal yttria-stabilized zirconia single-crystalline thin film",null,"[Hiroaki Nakade,Eita Tochigi,Bin Feng,Yukio Nezu,Hiromichi Ohta,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2020 American Ceramic Society (ACERS) Tetragonal yttria-stabilized zirconia thin film was successfully fabricated by a pulsed laser deposition method. The thin film grew heteroepitaxially with the orientation relationship of (Formula presented.) ZrO2‖ (Formula presented.) Al2O3. Energy dispersive X-ray spectroscopy mapping revealed that Y3+ ions were distributed homogeneously without local segregations. X-ray and electron-diffraction analysis confirmed a single crystalline structural feature of the film. On the other hand, high-resolution scanning transmission electron microscopy observations show that this film contains small-angle tilt grain boundaries, which is composed of the periodic array of dislocations with the Burgers vector (Formula presented.).",null,null,2020,null,"Journal of the American Ceramic Society",null,null,null,null,null,null,null,scientific_journal,null,null,10.1111/jace.17534,0002-7820,1551-2916,null,null,false,disclosed
insert,merge,null,31114732,null,"Investigation of electrical and thermal transport property reductions in La-doped BaSnO3 films",null,"[Hai Jun Cho,Bin Feng,Takaki Onozato,Mian Wei,Anup V. Sanchela,Yuichi Ikuhara,Hiromichi Ohta]",null,null,"© 2019 American Physical Society. The electron mobility value of 320cm2V-1s-1 observed from La-doped BaSnO3 (LBSO) single crystals has a great potential in optoelectronic applications, but LBSO films exhibit much lower mobilities. Threading dislocations from the film/substrate mismatch are believed to be the main source of this phenomenon, but previous experiments suggest that they do not fully explain the mobility suppression. In this paper, we examined the thickness dependence of electrical and thermal transport properties of LBSO films fabricated in different oxidation environments. The results show that oxygen deficiency also affects the electron mobility of LBSO films, and the mobility suppression in LBSO films is dominated by different mechanisms depending on the thicknesses. LBSO films with different oxygen vacancy contents were fabricated using the pulsed laser deposition technique. The films deposited under higher oxidative conditions exhibited lower oxygen deficiency levels and superior transport properties whereas the threading dislocation densities remained unchanged. The highest mobility value observed in this paper was 120cm2V-1s-1, which is comparable to LBSO films fabricated on thick buffer layers. Our paper provides a broader perspective on understanding the mobility of LBSO films and confirms that threading dislocations are not the only factor.",null,null,2019-09-03,null,"Physical Review Materials",3,9,null,null,null,null,null,scientific_journal,null,null,10.1103/PhysRevMaterials.3.094601,null,2475-9953,null,null,false,disclosed
insert,merge,null,31114734,null,"The core structure of 60° mixed basal dislocation in alumina (α-Al <inf>2</inf> O <inf>3</inf> ) introduced by in situ TEM nanoindentation",null,"[Bin Miao,Shun Kondo,Eita Tochigi,Jiake Wei,Bin Feng,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2019 Acta Materialia Inc. The dislocation associated with the (0001)1/3<112¯0> basal slip in alumina plays an important role on its plastic deformation at elevated temperatures. A 60° mixed basal dislocation was preferentially introduced by in situ transmission electron microscopy (TEM) nanoindentation, and characterized by atomic-resolution scanning TEM (STEM). It was revealed that the 60° mixed basal dislocation dissociates into two partial dislocations via self-climb with a stacking fault on the 11¯00 plane. The dissociation mechanisms of the basal dislocation have been discussed in terms of its core structure and atomic diffusion process.",null,null,2019-04,null,"Scripta Materialia",163,null,157,162,null,null,null,scientific_journal,null,null,10.1016/j.scriptamat.2019.01.011,1359-6462,null,null,null,false,disclosed
insert,merge,null,31114733,null,"Influence of Ag replacement on the formation and heating-induced phase decomposition of Zr<inf>65</inf>Al<inf>7.5</inf>Co<inf>27.5-x</inf>Ag<inf>x</inf> (x=5 to 20 at%) glassy alloys",null,"[Y. N. Guo,A. Inoue,Y. Han,F. L. Kong,B. Feng,S. L. Zhu,Y. Ikuhara]",null,null,"© 2019 Elsevier B.V. A glass-type alloy with glass transition (GT) and supercooled liquid region was formed at a limited Ag/Co content ratio around 1.2 in melt-spun Zr65Al7.5Co27.5-xAgx (x = 5–20 at%) alloys. This alloy crystallized through two-stage exothermic reactions where an icosahedral (I) phase appears as a primary precipitation phase, followed by the second-stage reaction from glass + I-phase to four crystalline phases. The I-phase has a spherical morphology and its size is about 8 nm. The Zr65Al7.5Co17.5Ag10 alloy without GT keeps a glass-like structure even after heating for 3.6 ks at 750 K above the first exothermic peak, indicating the formation of a cluster-like glassy phase. The Zr65Al7.5Co17.5Ag10 alloy rod keeps a glassy phase in the diameter up to 1.7 mm, though the rod does not show the first-stage exothermic reaction. These features are the same as those for the annealed ribbons, indicating that a clustered glassy phase is also formed for the bulk alloy. This alloy satisfies with the formation criterion of the clustered glassy phase, i.e., large atomic size mismatch and positive heat of mixing for solute elements. The high stability of glassy phase leading to the formation of the clustered glassy phase is due to the resistance to atomic rearrangement of unlike Co and Ag elements. The Zr65Al7.5Co12.5Ag15 alloy exhibits the lowest decomposition temperature (Tx) and the highest hardness, being opposite to the previous relation for hardness to increase with increasing Tx. The relationship between GT and I-phase precipitation suggests that the GT is attributed to the development of I-like medium-range ordered structure.",null,null,2019-04,null,"Journal of Alloys and Compounds",783,null,545,554,null,null,null,scientific_journal,null,null,10.1016/j.jallcom.2018.12.305,0925-8388,null,null,null,false,disclosed
insert,merge,null,31114735,null,"Atomic Scale Origin of Enhanced Ionic Conductivity at Crystal Defects",null,"[Bin Feng,Ryo Ishikawa,Akihito Kumamoto,Naoya Shibata,Yuichi Ikuhara]",null,null,"© Copyright 2019 American Chemical Society. In oxide materials, the presence of dislocations often strongly affects the properties of thin film and multilayer devices. Although it was reported that ionic conduction can be enhanced by introducing dislocations in ionic conductors, the underlying mechanism of such enhancement remains unclear. Here we analyzed the ionic conduction enhancement in an yttria-stabilized zirconia (YSZ) single edge dislocation from a structural point of view, using atomic resolution scanning transmission electron microscopy (STEM). First, the atomic structure and chemistry of a dislocation in YSZ were characterized by STEM and energy dispersive X-ray spectroscopy (EDS). A relative ionic conduction variation map around the dislocation was then estimated based on the well-established strain-conductivity and chemistry-conductivity relationships in YSZ. We propose that a faster ionic conductivity path can be formed around the dislocation core due to the coupling of the tensile strain field and dopant segregation, which could account for enhanced ionic conductivity along dislocations.",null,null,2019-03-13,null,"Nano Letters",19,3,2162,2168,null,null,null,scientific_journal,null,null,10.1021/acs.nanolett.9b00506,1530-6984,1530-6992,null,null,false,disclosed
insert,merge,null,31114736,null,"Buffer layer-less fabrication of a high-mobility transparent oxide semiconductor, La-doped BaSnO<inf>3</inf>",null,"[Anup V. Sanchela,Mian Wei,Joonhyuk Lee,Gowoon Kim,Hyoungjeen Jeen,Bin Feng,Yuichi Ikuhara,Hai Jun Cho,Hiromichi Ohta]",null,null,"© The Royal Society of Chemistry 2019. La-Doped BaSnO3 (LBSO) is one of the most promising transparent oxide semiconductors because its single crystal exhibits high electron mobility; therefore, it has drawn significant attention in recent years. However, in the LBSO films, it is very hard to obtain high mobility due to threading dislocations, which are caused by the lattice mismatch between the film and the substrate. While previous studies have reported that insertion of buffer layers increases the electron mobilities; this approach leaves much to be desired since it involves a two-step film fabrication process, and the enhanced mobility values are still significantly lower than the single crystal values. Thus, herein, we show that the electron mobility of the LBSO films can be improved without the insertion of any buffer layers if the films are grown under highly oxidative ozone (O3) atmospheres. The O3 environment relaxes the LBSO lattice and reduces the formation of the Sn2+ states, which are known to suppress the electron mobility in LBSO. The resultant O3-LBSO films show improved mobility values up to 115 cm2 V-1 s-1, which are among the highest values reported for the LBSO films on SrTiO3 substrates and comparable to those of the LBSO films with buffer layers.",null,null,2019,null,"Journal of Materials Chemistry C",7,19,5797,5802,null,null,null,scientific_journal,null,null,10.1039/c8tc06177g,2050-7534,2050-7526,null,null,false,disclosed
